id_competence,lbl_competence,type_competence
120094,Réaliser un raccordement électrique de fermeture menuisée automatisée,SavoirFaire
120095,Reproduire une oeuvre d'art,SavoirFaire
120096,Exécuter les calculs préparatoires,SavoirFaire
120097,Reconnaître le terrain,SavoirFaire
120098,Établir un procès-verbal d'implantation,SavoirFaire
120102,Vérifier les instruments,SavoirFaire
120111,Réaliser des éléments d'agencement,SavoirFaire
120112,Façonner des articles d'aménagement d'espaces confinés,SavoirFaire
120113,Réaliser des éléments de nautisme,SavoirFaire
120114,Fendre une grume à merrain,SavoirFaire
120115,Former des ouvrages en bois,SavoirFaire
120120,Matériaux synthétiques,Savoir
120121,Matériaux composites,Savoir
120122,Soins esthétiques,Savoir
120123,Tracer sur le bois la forme à façonner,SavoirFaire
120130,Accueillir une clientèle,SavoirFaire
120131,Réaliser des instruments tranchants,SavoirFaire
120133,Dessiner de nouveaux motifs,SavoirFaire
120135,Réaliser le suivi d'une clientèle,SavoirFaire
120138,Réaliser des maquillages,SavoirFaire
120139,Concevoir des maquillages,SavoirFaire
120140,Concevoir des protocoles de soins esthétiques,SavoirFaire
120141,Mettre en oeuvre des protocoles de soins esthétiques,SavoirFaire
120143,Animer des actions de promotions,SavoirFaire
120144,Participer à la gestion d'une entreprise,SavoirFaire
120146,Conseiller une clientèle ou un public,SavoirFaire
120147,Évaluer la satisfaction d'une clientèle,SavoirFaire
120148,Mettre en oeuvre une stratégie de développement d'entreprise,SavoirFaire
120151,Conseiller un client sur sa mise en valeur,SavoirFaire
120152,Mesurer l'impact d'une action de promotion,SavoirFaire
120153,Mesurer l'impact d'une action de formation,SavoirFaire
120154,Établir le coût d'une vente ou d'une prestation,SavoirFaire
120155,Concevoir une stratégie de collecte de fonds,SavoirFaire
120159,Définir le planning des campagnes et des opérations de collecte,SavoirFaire
120163,Levée de fonds,Savoir
120168,Constituer un comité de campagne,SavoirFaire
120169,Définir les cibles grands donateurs,SavoirFaire
120170,Qualifier le potentiel des grands donateurs,SavoirFaire
120175,Établir un plan de fichiers de prospection,SavoirFaire
120177,Assurer la mise en oeuvre des plans de sollicitation,SavoirFaire
120179,Cinématique,Savoir
120181,Statique du solide,Savoir
120186,Fidéliser des partenaires,SavoirFaire
120188,Compétitivité des produits industriels,Savoir
120189,Analyse fonctionnelle et structurelle d'un produit industriel,Savoir
120192,Procédés d'élaboration de produits industriels,Savoir
120194,Élaboration de documents techniques,Savoir
120196,Étude de produit industriel,Savoir
120197,Définition de produit industriel micromécaniques,Savoir
120198,Réaliser l'analyse d'un produit industriel,SavoirFaire
120203,Identifier des testateurs potentiels,SavoirFaire
120205,Analyser une pièce mécanique,SavoirFaire
120206,Réaliser une recherche documentaire,SavoirFaire
120207,Diriger une équipe,SavoirFaire
120209,Enrichir une base de données,SavoirFaire
120212,Garantir la validité juridique des legs,SavoirFaire
120213,Droit de la famille,Savoir
120214,Droit des successions,Savoir
120217,Proposer au public le programme des activités socioculturelles,SavoirFaire
120220,"Conditionner des pièces de viande, des spécialités bouchères",SavoirFaire
120224,Détailler des pièces de viande,SavoirFaire
120225,Habiller une volaille,SavoirFaire
120230,Préparer des plats cuisinés,SavoirFaire
120231,Procéder à l'analyse comparative de composants,SavoirFaire
120232,"Dimensionner un élément, des composants, des constituants",SavoirFaire
120234,Justifier tout ou partie d'un modèle d'étude fourni,SavoirFaire
120235,Rechercher les comportements prévisibles de composants,SavoirFaire
120237,Réaliser un croquis ou schéma de solutions techniques,SavoirFaire
120238,"Réaliser le dossier de définition d'un produit : dessins, nomenclatures, spécifications",SavoirFaire
120239,Réaliser les dessins de définition d'un produit,SavoirFaire
120241,Établir une nomenclature de produit,SavoirFaire
120242,Rédiger une notice technique,SavoirFaire
120245,Proposer des solutions techniques relatives à un produit,SavoirFaire
120246,Gestion de projet,Savoir
120247,Établir un mode opératoire,SavoirFaire
120252,Routage d'un produit imprimé,Savoir
120253,Architecture orientée services,Savoir
120254,Architecture des systèmes d'information,Savoir
120255,Urbanisation des systèmes d'information,Savoir
120257,Sélectionner les équipements informatiques,SavoirFaire
120259,Installer un équipement informatique,SavoirFaire
120260,Analyser les éléments de fabrication,SavoirFaire
120261,"Définir les procédés, moyens et modes opératoires",SavoirFaire
120262,Exploiter le modèle numérique d'un ensemble,SavoirFaire
120264,Exploiter des documents techniques de production,SavoirFaire
120265,Concevoir les nomenclatures des schémas et plans,SavoirFaire
120266,Concevoir la nomenclature des phases,SavoirFaire
120267,Définir des modes opératoires de production,SavoirFaire
120268,Contrôler une spécification,SavoirFaire
120269,Établir un rapport d'essai,SavoirFaire
120271,Déterminer les causes de dysfonctionnements,SavoirFaire
120273,Définir les moyens nécessaires à une production,SavoirFaire
120275,Contrôler la conformité d'un produit aux différentes étapes de fabrication,SavoirFaire
120276,"Respecter des procédures, modes opératoires et instructions",SavoirFaire
120277,Régler les paramètres des machines et des équipements,SavoirFaire
120278,Produire un Bon À Façonner (BAF),SavoirFaire
120280,Régler les paramètres des machines de finition industrielle,SavoirFaire
120281,"Contrôler l'application de procédures Qualité, Hygiène, Sécurité et Environnement (QHSE)",SavoirFaire
120284,Analyser la mise en production des ressources informatiques,SavoirFaire
120285,Configurer les équipements informatiques,SavoirFaire
120286,Mettre en production les équipements informatiques,SavoirFaire
120287,Développer des automatisations de procédure,SavoirFaire
120289,Maintenir les conditions générales de production et de service,SavoirFaire
120292,Administrer des ressources informatiques,SavoirFaire
120293,Système temps réel,Savoir
120294,Système à temps partagé ou transactionnel,Savoir
120295,Système de messagerie,Savoir
120296,Système interactif d'aide à la Décision (SIAD),Savoir
120297,Système multiprocesseurs,Savoir
120298,"Système réseau (LAN, MAN, WAN)",Savoir
120299,Veille informationnelle,Savoir
120303,Suivre l'information médias,SavoirFaire
120304,Suivre l'information culturelle,SavoirFaire
120306,Attribuer des ressources logiques et matérielles de réseaux,SavoirFaire
120309,Orientation client,Savoir
120310,Élaborer un schéma directeur du Système d'Information,SavoirFaire
120311,Rédiger des scripts,Savoir
120312,Intégrer des scripts,Savoir
120313,Rédiger un plan d'intégration,SavoirFaire
120316,Concevoir les paramètres et l'architecture de la base de données,SavoirFaire
120317,Assurer le suivi de la qualité des données,SavoirFaire
120318,Migration de base de données,Savoir
120319,Concevoir un plan d'intégration,SavoirFaire
120320,Types d'infrastructures Sharepoint,Savoir
120321,Assurer le support aux équipes de développement SharePoint,SavoirFaire
120322,Réaliser la maintenance des serveurs et de la base de données,SavoirFaire
120323,Modéliser une base de données,SavoirFaire
120324,Définir des solutions fonctionnelles,SavoirFaire
120325,Présenter les évolutions du système d'information au commanditaire,SavoirFaire
120326,Recenser les besoins du commanditaire,SavoirFaire
120327,Analyser les processus métier,SavoirFaire
120328,Froid industriel,Savoir
120329,Process et procédures d'achats,Savoir
120331,Management de l'environnement,Savoir
120333,"Rechercher des financements, des partenariats",SavoirFaire
120337,Concevoir une maquette de présentation,SavoirFaire
120339,Déployer des applications,SavoirFaire
120340,Procéder aux phases de tests et de recettes des applications développées,SavoirFaire
120342,Assurer l'interface sur la partie fonctionnelle entre la MOE et la MOA,SavoirFaire
120343,Sélectionner un progiciel,SavoirFaire
120344,Définir le protocole de mise en oeuvre d'un progiciel,SavoirFaire
120345,Modéliser les processus métiers,SavoirFaire
120347,Vérifier la conformité de fonctionnement et d'utilisation des systèmes d'information,SavoirFaire
120348,Réaliser des contrôles ou des tests,SavoirFaire
120349,Fabrications en grande série,Savoir
120350,Fabrications en petite et moyenne série,Savoir
120351,Fabrications de prototype,Savoir
120352,Fabrications à l'unité,Savoir
120353,Gérer les demandes des utilisateurs,SavoirFaire
120354,Détecter des utilisateurs en difficulté,SavoirFaire
120355,Installer des composants élémentaires,SavoirFaire
120356,Classifier les problèmes des utilisateurs,SavoirFaire
120357,Définir la cible d'utilisateurs,SavoirFaire
120358,Superviser le déroulement d'un projet,SavoirFaire
120359,Définir le service de support à l'utilisateur,SavoirFaire
120360,Réaliser des prototypes,SavoirFaire
120361,Réaliser des tests fonctionnels,SavoirFaire
120362,Modéliser les DataWarehouse,SavoirFaire
120363,Modéliser les Datamarts,SavoirFaire
120364,SQL Server Reporting services,Savoir
120365,Analysis Services,Savoir
120368,Sybase,Savoir
120369,MS Project,Savoir
120370,Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques,SavoirFaire
120371,"Vérifier la conformité de l'installation sur site, help desk, hot line",SavoirFaire
120372,Utilisation de matériel de navigation,Savoir
120373,Déclencher les mesures d'urgence en cas d'incident,SavoirFaire
120375,Alerter les secours,SavoirFaire
120376,Contrôler l'état de fonctionnement du véhicule,SavoirFaire
120377,Réaliser les opérations d'attelage,SavoirFaire
120378,Réaliser l'enlèvement des marchandises,SavoirFaire
120380,Contrôler les niveaux,SavoirFaire
120381,Limiter les consommations de carburant,SavoirFaire
120382,Vérifier le système de bâchage du camion,SavoirFaire
120383,Vérifier la propreté du camion et de la cabine,SavoirFaire
120384,Contrôler l'amarrage du chargement,SavoirFaire
120385,Conduire un véhicule de transport de marchandises,SavoirFaire
120386,Conduire un camion savoyarde,SavoirFaire
120387,Conduire une remorque porte-voitures,SavoirFaire
120388,Conduire un camion toupie béton,SavoirFaire
120389,Conduire une bétaillère,SavoirFaire
120390,Conduire un camion avec hayon élévateur,SavoirFaire
120391,Conduire un camion avec grue articulée,SavoirFaire
120392,Conduire un camion benne / multi-bennes,SavoirFaire
120393,Réaliser des déplacements de produits dangereux nécessitant une habilitation,SavoirFaire
120394,Certificat de formation ADR - Formation de base (matières ou liquides dangereux),Savoir
120395,Certificat de formation ADR Citerne,Savoir
120396,Certificat de formation ADR Citerne gaz,Savoir
120397,Certificat de formation ADR spécialisation GPL,Savoir
120398,Certificat de formation ADR spécialisation produits pétroliers,Savoir
120399,Certificat de formation ADR spécialisation classe 1 (explosibles),Savoir
120401,Formation Continue Obligatoire à la sécurité (FCO),Savoir
120405,Utiliser un engin nécessitant une habilitation,SavoirFaire
120406,Engins de chantier (CACES R 372),Savoir
120407,Chariots automoteurs de manutention à conducteur porté (CACES R 389),Savoir
120408,Grues auxiliaires de chargement de véhicules (CACES R 390),Savoir
120409,Formation Initiale Minimum Obligatoire (FIMO),Savoir
120411,Conduire un véhicule lourd articulé,SavoirFaire
120412,Conduire un véhicule lourd isolé,SavoirFaire
120413,Transporter des produits en vrac,SavoirFaire
120414,Camion-citerne alimentaire,Savoir
120415,Conduire un camion-citerne matières dangereuses,SavoirFaire
120417,Conduire un camion porteur,SavoirFaire
120418,Conduire un camion porte-containers,SavoirFaire
120419,Conduire un véhicule frigorifique,SavoirFaire
120420,Certificat de formation ADR - Citerne étendue,Savoir
120421,Certificat de formation ADR - Spécialisation classe 7 (matières radioactives),Savoir
120422,Sécuriser le périmètre d'intervention,SavoirFaire
120423,Techniques de survie,Savoir
120424,Expliquer les conditions de pratique d'une activité sportive,SavoirFaire
120425,Concevoir une visite guidée,SavoirFaire
120426,Réaliser le repérage des lieux,SavoirFaire
120429,"Présenter les particularités géographiques, historiques et culturelles des lieux",SavoirFaire
120430,Réaliser le bilan de la prestation d'accompagnement,SavoirFaire
120431,Chercher de nouveaux projets,SavoirFaire
120433,Pratique du ski de montagne,Savoir
120434,Patrimoine naturel montagnard,Savoir
120435,Hygrométrie,Savoir
120436,Vérifier l'équipement de randonnée,SavoirFaire
120437,Pratique de la cascade de glace,Savoir
120438,Pratique des expéditions en haute altitude,Savoir
120439,Écologie,Savoir
120440,Techniques de guidage,Savoir
120442,Veiller au respect de la réglementation des milieux traversés,SavoirFaire
120443,Analyser le potentiel et les attentes du public,SavoirFaire
120444,Réaliser un accompagnement sportif nécessitant une qualification,SavoirFaire
120445,Pratique de la randonnée,Savoir
120448,Réaliser des profils de compétences,SavoirFaire
120450,Paramétrer un logiciel,SavoirFaire
